,dr,dr_name,dr_date,dr_place,dr_knownfor,dr_awards_wins,dr_awards_nomi tions,dr_link,dr_awards_link
466, Vic Armstrong ,Vic Armstrong,10/5/1946,"Farnham Common, Buckinghamshire, England, UK","['Left Behind', 'I Am Legend', 'The Green Hornet', 'Die Another Day']",3,7,https://www.imdb.com/name/nm0002184/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0002184/awards?ref_=nm_ql_2
467, Christian Petzold ,Christian Petzold,9/14/1960,"Hilden, North Rhine-Westphalia, Germany","['Phoenix', 'Barbara', 'Die innere Sicherheit', 'Something to Remind Me']",33,42,https://www.imdb.com/name/nm0678857/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0678857/awards?ref_=nm_ql_2
468, Ryan Gosling ,Ryan Gosling,11/12/1980,"London, Ontario, Canada","['Blue Valentine', 'La La Land', 'The Notebook', 'Drive']",34,146,https://www.imdb.com/name/nm0331516/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0331516/awards?ref_=nm_ql_2
469, Marjane Satrapi ,Marjane Satrapi,11/22/1969,"Rasht, Iran","['Persepolis', 'The Voices', 'Poulet aux prunes', 'La bande des Jotas']",21,28,https://www.imdb.com/name/nm2277869/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2277869/awards?ref_=nm_ql_2
470, Chris Evans ,Chris Evans,6/13/1981,"Boston, Massachusetts, USA","['The Avengers', 'Captain America: The First Avenger', 'Captain America: Civil War', 'Captain America: The Winter Soldier']",6,37,https://www.imdb.com/name/nm0262635/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0262635/awards?ref_=nm_ql_2
471, R.J. Cutler,R.J. Cutler,1962-0-0,NA,"['The September Issue', 'If I Stay', 'American High', 'A Perfect Candidate']",5,13,https://www.imdb.com/name/nm0191712/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0191712/awards?ref_=nm_ql_2
472, Kevin K??lsch ,Kevin K??lsch,NA,NA,"['Starry Eyes', 'Holidays', 'Pet Sematary', 'Mama 2']",2,7,https://www.imdb.com/name/nm1556116/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1556116/awards?ref_=nm_ql_2
473, Allison Burnett ,Allison Burnett,NA,NA,"['Autumn in New York', 'Ask Me Anything', 'Feast of Love', 'Underworld Awakening']", , ,https://www.imdb.com/name/nm0122335/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0122335/awards?ref_=nm_ql_2
474, Lenny Abrahamson ,Lenny Abrahamson,11/30/1966,"Dublin, Ireland","['Room', 'Frank', 'Garage', 'Adam & Paul']",25,29,https://www.imdb.com/name/nm1049433/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1049433/awards?ref_=nm_ql_2
475, George Miller ,George Miller,3/3/1945,"Chinchilla, Queensland, Australia","['Mad Max: Fury Road', 'The Road Warrior', 'Happy Feet', 'Mad Max']",71,55,https://www.imdb.com/name/nm0004306/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0004306/awards?ref_=nm_ql_2
476, Sam Taylor-Johnson ,Sam Taylor-Johnson,3/4/1967,"London, England, UK","['Nowhere Boy', 'Fifty Shades of Grey', 'Love You More', 'A Million Little Pieces']",7,12,https://www.imdb.com/name/nm0853374/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0853374/awards?ref_=nm_ql_2
477, Robert Eggers ,Robert Eggers,NA,NA,"['The VVitch: A New-England Folktale', 'The Tell-Tale Heart', 'The Lighthouse', 'The Knight']",17,14,https://www.imdb.com/name/nm3211470/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3211470/awards?ref_=nm_ql_2
478, S. Craig Zahler ,S. Craig Zahler,1973-0-0,NA,"['Bone Tomahawk', 'Brawl in Cell Block 99', 'Dragged Across Concrete', 'Hug Chickenpenny']",4,8,https://www.imdb.com/name/nm0951975/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0951975/awards?ref_=nm_ql_2
479, Ryan Coogler,Ryan Coogler,5/23/1986,"Oakland, California, USA","['Black Panther', 'Creed', 'Fruitvale Station', 'Creed II']",44,43,https://www.imdb.com/name/nm3363032/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3363032/awards?ref_=nm_ql_2
480, Lee Toland Krieger ,Lee Toland Krieger,NA,NA,"['The Vicious Kind', 'December Ends', 'The Age of Adaline', 'Celeste & Jesse Forever']",2,1,https://www.imdb.com/name/nm1767218/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1767218/awards?ref_=nm_ql_2
481, John Francis Daley ,John Francis Daley,7/20/1985,"Wheeling, Illinois, USA","['Bones', 'Waiting...', 'Vacation', 'Spider-Man: Homecoming']",0,7,https://www.imdb.com/name/nm0197855/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0197855/awards?ref_=nm_ql_2
482, Tom McCarthy,Tom McCarthy,6/7/1966,"New Providence, New Jersey, USA","['Win Win', 'The Station Agent', 'The Visitor', 'Spotlight']",77,97,https://www.imdb.com/name/nm0565336/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0565336/awards?ref_=nm_ql_2
483, Isaac Gabaeff ,Isaac Gabaeff,NA,NA,"['Mr. Robot', 'Power', ""It's Always Sunny in Philadelphia"", 'The Place Beyond the Pines']", , ,https://www.imdb.com/name/nm2028380/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2028380/awards?ref_=nm_ql_2
484, Todd Haynes,Todd Haynes,1/2/1961,"Los Angeles, California, USA","['Far from Heaven', ""I'm Not There"", 'Carol', 'Velvet Goldmine']",57,92,https://www.imdb.com/name/nm0001331/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001331/awards?ref_=nm_ql_2
485, John Crowley,John Crowley,8/19/1969,"Cork, Ireland","['Brooklyn', 'Boy A', 'Intermission', 'Closed Circuit']",18,13,https://www.imdb.com/name/nm1259871/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1259871/awards?ref_=nm_ql_2
486, Jay Roach ,Jay Roach,6/14/1957,"Albuquerque, New Mexico, USA","['Trumbo', 'Austin Powers: International Man of Mystery', 'Blown Away', 'Game Change']",10,12,https://www.imdb.com/name/nm0005366/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0005366/awards?ref_=nm_ql_2
487, Cameron Crowe ,Cameron Crowe,7/13/1957,"Palm Springs, California, USA","['Almost Famous', 'Jerry Maguire', 'Vanilla Sky', 'Singles']",21,43,https://www.imdb.com/name/nm0001081/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001081/awards?ref_=nm_ql_2
488, Deniz Gamze Erg??ven ,Deniz Gamze Erg??ven,6/4/1978,"Ankara, Turkey","['Mustang', ""Bir damla su (Une goutte d'eau)"", 'Kings', 'Mon trajet pr??f??r??']",35,33,https://www.imdb.com/name/nm2197025/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2197025/awards?ref_=nm_ql_2
489, Kyle Balda ,Kyle Balda,3/9/1971,"Tucson, Arizona, USA","['Despicable Me 3', 'Minions', 'The Lorax', 'Mars Attacks!']",0,2,https://www.imdb.com/name/nm0049633/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0049633/awards?ref_=nm_ql_2
490, Jocelyn Moorhouse ,Jocelyn Moorhouse,9/4/1960,"Melbourne, Victoria, Australia","['The Dressmaker', 'Proof', ""Muriel's Wedding"", 'Peter Pan']",10,6,https://www.imdb.com/name/nm0602104/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0602104/awards?ref_=nm_ql_2
491, Kyle Patrick Alvarez ,Kyle Patrick Alvarez,5/19/1983,"Miami, Florida, USA","['The Stanford Prison Experiment', 'Easier with Practice', 'C.O.G.', '13 Reasons Why']",8,6,https://www.imdb.com/name/nm1547859/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1547859/awards?ref_=nm_ql_2
492, Ari Sandel ,Ari Sandel,NA,NA,"['West Bank Story', 'The Duff', 'When We First Met', 'Kadaffi Goes Hollywood']",8,2,https://www.imdb.com/name/nm1847738/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1847738/awards?ref_=nm_ql_2
493, Gregory Jacobs ,Gregory Jacobs,NA,NA,"['Edge of Tomorrow', 'Magic Mike XXL', ""Ocean's Thirteen"", 'Red Oaks']",3,0,https://www.imdb.com/name/nm0414423/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0414423/awards?ref_=nm_ql_2
494, John Wells,John Wells,5/28/1956,"Alexandria, Virginia, USA","['The Company Men', 'ER', 'The West Wing', 'Shameless']",27,45,https://www.imdb.com/name/nm0920274/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0920274/awards?ref_=nm_ql_2
495, Billy Ray ,Billy Ray,NA,NA,"['Shattered Glass', 'The Hunger Games', 'Captain Phillips', 'Overlord']",1,29,https://www.imdb.com/name/nm0712753/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0712753/awards?ref_=nm_ql_2
496, Ericson Core ,Ericson Core,NA,NA,"['The Fast and the Furious', 'Point Break', 'Invincible', 'Payback']",0,2,https://www.imdb.com/name/nm0179697/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0179697/awards?ref_=nm_ql_2
497, Rupert Goold ,Rupert Goold,1972-0-0,NA,"['True Story', 'The Hollow Crown', 'King Charles III', 'Judy']",1,4,https://www.imdb.com/name/nm3734458/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3734458/awards?ref_=nm_ql_2
498, Joel Edgerton ,Joel Edgerton,6/23/1974,"Blacktown, New South Wales, Australia","['The Gift', 'The Great Gatsby', 'Loving', 'Black Mass']",16,56,https://www.imdb.com/name/nm0249291/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0249291/awards?ref_=nm_ql_2
499, Christopher Landon ,Christopher Landon,2/27/1975,"Los Angeles, California, USA","['Paranormal Activity: The Marked Ones', 'Scouts Guide to the Zombie Apocalypse', 'Paranormal Activity 3', 'Disturbia']",1,2,https://www.imdb.com/name/nm0484907/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0484907/awards?ref_=nm_ql_2
500, Ben Wheatley ,Ben Wheatley,1972-5-0,NA,"['Free Fire', 'Kill List', 'Down Terrace', 'Sightseers']",8,24,https://www.imdb.com/name/nm1296554/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1296554/awards?ref_=nm_ql_2
501, Max Joseph,Max Joseph,NA,NA,"['We Are Your Friends', 'Follow the Frog', 'Catfish: The TV Show', ""Let's Harvest the Organs of Death Row Inmates""]",0,2,https://www.imdb.com/name/nm3273000/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3273000/awards?ref_=nm_ql_2
502, Sarah Gavron ,Sarah Gavron,NA,NA,"['Suffragette', 'Brick Lane', 'Losing Touch', 'This Little Life']",10,8,https://www.imdb.com/name/nm0310673/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0310673/awards?ref_=nm_ql_2
503, Paul Hyett ,Paul Hyett,NA,NA,"['Doomsday', 'Attack the Block', 'The Descent', 'The Seasoning House']",4,5,https://www.imdb.com/name/nm0404931/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0404931/awards?ref_=nm_ql_2
504, Scott Cooper,Scott Cooper,1970-0-0,NA,"['Crazy Heart', 'Hostiles', 'Out of the Furnace', 'Black Mass']",3,7,https://www.imdb.com/name/nm0178376/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0178376/awards?ref_=nm_ql_2
505, Ilya Naishuller ,Ilya Naishuller,NA,NA,"['Hardcore Henry', 'Biting Elbows: Bad Motherfucker', 'I Am Losing Weight', 'Leaving Berlin']",1,2,https://www.imdb.com/name/nm5820154/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm5820154/awards?ref_=nm_ql_2
506, Dexter Fletcher ,Dexter Fletcher,1/31/1966,"Enfield, London, England, UK","['Lock, Stock and Two Smoking Barrels', 'The Three Musketeers', 'Doom', 'Kick-Ass']",2,8,https://www.imdb.com/name/nm0002077/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0002077/awards?ref_=nm_ql_2
507, David Gelb ,David Gelb,10/16/1983,"New York City, New York, USA","['The Lazarus Effect', ""Chef's Table"", 'Stealth', 'Blindness']",1,10,https://www.imdb.com/name/nm0312173/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0312173/awards?ref_=nm_ql_2
508, Etan Cohen ,Etan Cohen,3/14/1974,Israel,"['Holmes & Watson', 'Idiocracy', 'Men in Black 3', 'Tropic Thunder']",3,1,https://www.imdb.com/name/nm1000113/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1000113/awards?ref_=nm_ql_2
509, Gilles Paquet-Brenner ,Gilles Paquet-Brenner,NA,NA,"['Dark Places', ""Elle s'appelait Sarah"", 'Les jolies choses', 'Walled In']",4,1,https://www.imdb.com/name/nm0660707/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0660707/awards?ref_=nm_ql_2
510, Alfonso Gomez-Rejon ,Alfonso Gomez-Rejon,NA,NA,"['Me and Earl and the Dying Girl', 'American Horror Story', 'State of Play', 'The Eagle']",12,13,https://www.imdb.com/name/nm0004234/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0004234/awards?ref_=nm_ql_2
511, Justin Kurzel ,Justin Kurzel,8/3/1974,"Gawler, South Australia, Australia","['The Snowtown Murders', 'Macbeth', ""Assassin's Creed"", 'The Turning']",8,15,https://www.imdb.com/name/nm2355933/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2355933/awards?ref_=nm_ql_2
512, Luca Guadagnino ,Luca Guadagnino,1971-0-0,NA,"['Call Me by Your Name', 'Suspiria', ""Io sono l'amore"", 'A Bigger Splash']",25,65,https://www.imdb.com/name/nm0345174/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0345174/awards?ref_=nm_ql_2
513, Garth Jennings ,Garth Jennings,1972-0-0,NA,"['Sing', 'Son of Rambow', ""The Hitchhiker's Guide to the Galaxy"", 'Fantastic Mr. Fox']",2,10,https://www.imdb.com/name/nm1134029/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1134029/awards?ref_=nm_ql_2
514, Tim Miller,Tim Miller,NA,NA,"['Deadpool', 'Rockfish', 'Thor: The Dark World', 'Love, Death & Robots']",1,9,https://www.imdb.com/name/nm1783265/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1783265/awards?ref_=nm_ql_2
515, Mel Gibson,Mel Gibson,1/3/1956,"Peekskill, New York, USA","['Braveheart', 'Lethal Weapon 3', 'Ransom', 'Signs']",44,39,https://www.imdb.com/name/nm0000154/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0000154/awards?ref_=nm_ql_2
516, Thea Sharrock,Thea Sharrock,NA,NA,"['Me Before You', 'The Hollow Crown', 'Legacy', 'The Selection']",1,2,https://www.imdb.com/name/nm4824763/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm4824763/awards?ref_=nm_ql_2
517, Barry Jenkins ,Barry Jenkins,11/19/1979,"Miami, Florida, USA","['If Beale Street Could Talk', 'Moonlight', 'Medicine for Melancholy', 'My Josephine']",87,127,https://www.imdb.com/name/nm1503575/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1503575/awards?ref_=nm_ql_2
518, Kelly Fremon Craig ,Kelly Fremon Craig,NA,NA,"['The Edge of Seventeen', ""Are You There God? It's Me, Margaret"", 'Post Grad', 'Wild Game']",3,8,https://www.imdb.com/name/nm2609807/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2609807/awards?ref_=nm_ql_2
519, Theodore Melfi ,Theodore Melfi,10/27/1970,"Brooklyn, New York, USA","['Hidden Figures', 'St. Vincent', 'Going in Style', 'Fruitloops']",4,15,https://www.imdb.com/name/nm0577647/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0577647/awards?ref_=nm_ql_2
520, Chris Renaud ,Chris Renaud,NA,NA,"['Despicable Me 2', 'Despicable Me', 'Minions', 'The Lorax']",0,18,https://www.imdb.com/name/nm0719208/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0719208/awards?ref_=nm_ql_2
521, Garth Davis ,Garth Davis,NA,NA,"['Lion', 'Top of the Lake', 'Alice', 'A House in the Sky']",17,13,https://www.imdb.com/name/nm0204628/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0204628/awards?ref_=nm_ql_2
522, J Blakeson ,J Blakeson,NA,NA,"['The Disappearance of Alice Creed', 'The 5th Wave', 'The Descent: Part 2', 'I Care a Lot']",1,3,https://www.imdb.com/name/nm2128335/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2128335/awards?ref_=nm_ql_2
523, Makoto Shinkai ,Makoto Shinkai,2/9/1973,"Nagano, Japan","['Your Name.', 'Kumo no muk??, yakusoku no basho', '5 Centimeters Per Second', 'Children Who Chase Lost Voices']",7,11,https://www.imdb.com/name/nm1396121/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1396121/awards?ref_=nm_ql_2
524, Anna Foerster ,Anna Foerster,NA,NA,"['Underworld: Blood Wars', 'Outlander', 'The Day After Tomorrow', 'Anonymous']",1,2,https://www.imdb.com/name/nm0283816/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0283816/awards?ref_=nm_ql_2
525, Cedric Nicolas-Troyan ,Cedric Nicolas-Troyan,3/9/1969,"Talence, Gironde, France","[""The Huntsman: Winter's War"", 'Snow White and the Huntsman', 'The Ring']",0,4,https://www.imdb.com/name/nm1031639/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1031639/awards?ref_=nm_ql_2
526, Jon Lucas,Jon Lucas,NA,NA,"['21 & Over', 'A Bad Moms Christmas', 'The Hangover', 'Bad Moms']",2,2,https://www.imdb.com/name/nm0524190/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0524190/awards?ref_=nm_ql_2
527, Damien Leone ,Damien Leone,NA,NA,"['Terrifier', 'Terrifier', 'Frankenstein vs. The Mummy', ""All Hallows' Eve""]",2,3,https://www.imdb.com/name/nm2093171/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2093171/awards?ref_=nm_ql_2
528, David F. Sandberg ,David F. Sandberg,NA,NA,"['Lights Out', 'Annabelle: Creation', 'Shazam!', 'Vad tyst det blev...']",5,2,https://www.imdb.com/name/nm2497546/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2497546/awards?ref_=nm_ql_2
529, Kenneth Lonergan ,Kenneth Lonergan,10/16/1962,"New York City, New York, USA","['You Can Count on Me', 'Manchester by the Sea', 'Margaret', 'Gangs of New York']",64,95,https://www.imdb.com/name/nm0518836/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0518836/awards?ref_=nm_ql_2
530, Matt Ross,Matt Ross,1/3/1970,"Greenwich, Connecticut, USA","['Captain Fantastic', 'American Psycho', 'The Aviator', 'Face/Off']",9,13,https://www.imdb.com/name/nm0743671/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0743671/awards?ref_=nm_ql_2
531, April Mullen ,April Mullen,NA,NA,"['88', 'Below Her Mouth', 'A History of Violence']",7,5,https://www.imdb.com/name/nm0611983/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0611983/awards?ref_=nm_ql_2
532, Ana Lily Amirpour ,Ana Lily Amirpour,7/25/1976,"Margate, Kent, England, UK","['A Girl Walks Home Alone at Night', 'The Bad Batch', 'A Little Suicide']",9,18,https://www.imdb.com/name/nm3235877/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3235877/awards?ref_=nm_ql_2
533, Peter Atencio ,Peter Atencio,3/15/1983,"Ft. Collins, Colorado, USA","['Keanu', 'Key and Peele', 'The Last Man on Earth', 'Jean-Claude Van Johnson']",4,3,https://www.imdb.com/name/nm1534595/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1534595/awards?ref_=nm_ql_2
534, Jared Hess,Jared Hess,7/18/1979,"Glendale, Arizona, USA","['Napoleon Dynamite', 'Gentlemen Broncos', 'Nacho Libre', 'Masterminds']",1,4,https://www.imdb.com/name/nm0381478/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0381478/awards?ref_=nm_ql_2
535, William Brent Bell,William Brent Bell,NA,NA,"['The Boy', 'The Devil Inside', 'Wer', 'Stay Alive']",0,2,https://www.imdb.com/name/nm0068587/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0068587/awards?ref_=nm_ql_2
536, Mike Flanagan,Mike Flanagan,5/20/1978,"Salem, Massachusetts, USA","['The Haunting of Hill House', ""Gerald's Game"", 'Hush', 'Oculus']",26,17,https://www.imdb.com/name/nm1093039/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1093039/awards?ref_=nm_ql_2
537, Yimou Zhang ,Yimou Zhang,11/14/1951,"Xi'an, Shaanxi, China","['House of Flying Daggers', 'Ying xiong', 'Man cheng jin dai huang jin jia', 'The Great Wall']",82,56,https://www.imdb.com/name/nm0955443/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0955443/awards?ref_=nm_ql_2
538, Dan Trachtenberg ,Dan Trachtenberg,NA,NA,"['10 Cloverfield Lane', 'Space Race', 'Black Mirror', 'BlackBoxTV']",1,4,https://www.imdb.com/name/nm0870469/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0870469/awards?ref_=nm_ql_2
539, Henry Joost ,Henry Joost,NA,NA,"['Paranormal Activity 3', 'Nerve', 'NY Export: Opus Jazz', 'Paranormal Activity 4']",1,4,https://www.imdb.com/name/nm1160962/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1160962/awards?ref_=nm_ql_2
540, Nitesh Tiwari,Nitesh Tiwari,NA,NA,"['Dangal', 'Bareilly Ki Barfi', 'Chillar Party', 'Bhoothnath Returns']",6,2,https://www.imdb.com/name/nm4318159/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm4318159/awards?ref_=nm_ql_2
541, Gee Malik Linton ,Gee Malik Linton,12/9/1973,"Brooklyn, New York City, New York, USA","['Spider-Man', 'Exposed', 'The Dark Knight Rises', 'The Seventh Swords']", , ,https://www.imdb.com/name/nm1768304/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1768304/awards?ref_=nm_ql_2
542, Travis Knight,Travis Knight,9/13/1973,"Hillsboro, Oregon, USA","['Kubo and the Two Strings', 'ParaNorman', 'Bumblebee', 'The Boxtrolls']",5,22,https://www.imdb.com/name/nm1325899/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1325899/awards?ref_=nm_ql_2
543, James Gray,James Gray,4/14/1969,"New York City, New York, USA","['The Immigrant', 'The Lost City of Z', 'Two Lovers', 'We Own the Night']",5,27,https://www.imdb.com/name/nm0336695/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0336695/awards?ref_=nm_ql_2
544, Jake Szymanski ,Jake Szymanski,NA,NA,"['Mike and Dave Need Wedding Dates', 'Brooklyn Nine-Nine', 'Step Brothers', 'Untitled Lauryn Kahn Project']",0,1,https://www.imdb.com/name/nm2021516/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2021516/awards?ref_=nm_ql_2
545, Tod Williams,Tod Williams,9/27/1968,"New York City, New York, USA","['The Door in the Floor', 'The Adventures of Sebastian Cole', 'Paranormal Activity 2', 'Cell']",0,5,https://www.imdb.com/name/nm0931095/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0931095/awards?ref_=nm_ql_2
546, Dan Kwan ,Dan Kwan,NA,NA,"['Swiss Army Man', 'DJ Snake and Lil Jon: Turn Down for What', 'Untitled Daniels Project', 'The Pound Hole']",9,15,https://www.imdb.com/name/nm3453283/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3453283/awards?ref_=nm_ql_2
547, Greg Tiernan ,Greg Tiernan,6/19/1965,Ireland,"['Sausage Party', 'An American Tail', 'The Land Before Time', 'God of War']",0,1,https://www.imdb.com/name/nm0862911/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0862911/awards?ref_=nm_ql_2
548, Martin Koolhoven ,Martin Koolhoven,4/25/1969,"The Hague, Zuid-Holland, Netherlands","['Brimstone', 'Oorlogswinter', 'Knetter', 'De grot']",25,20,https://www.imdb.com/name/nm0465551/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0465551/awards?ref_=nm_ql_2
549, Dave Green ,Dave Green,NA,NA,"['Earth to Echo', 'Teenage Mutant Ninja Turtles: Out of the Shadows', 'Spider-Man 2', 'Spider-Man 3']",2,1,https://www.imdb.com/name/nm1757777/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1757777/awards?ref_=nm_ql_2
550, Sang-ho Yeon ,Sang-ho Yeon,NA,NA,"['Busanhaeng', 'Dwae-ji-ui wang', 'The Fake', 'Seoulyeok']",25,15,https://www.imdb.com/name/nm3613566/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3613566/awards?ref_=nm_ql_2
551, Fabio Guaglione ,Fabio Guaglione,9/13/1981,"Milan, Lombardy, Italy","['E:D:E:N', 'The Silver Rope', 'Mine', 'Afterville']",4,5,https://www.imdb.com/name/nm1764586/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1764586/awards?ref_=nm_ql_2
552, Luke Scott,Luke Scott,1968-0-0,NA,"['Morgan', 'The Martian', 'Alien: Covenant', 'Exodus: Gods and Kings']",1,0,https://www.imdb.com/name/nm0779524/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0779524/awards?ref_=nm_ql_2
553, Brie Larson ,Brie Larson,10/1/1989,"Sacramento, California, USA","['Room', 'Short Term 12', 'The Spectacular Now', 'Kong: Skull Island']",60,53,https://www.imdb.com/name/nm0488953/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0488953/awards?ref_=nm_ql_2
554, Jordan Peele ,Jordan Peele,2/21/1979,"New York City, New York, USA","['Get Out', 'Keanu', 'BlacKkKlansman', 'Us']",90,92,https://www.imdb.com/name/nm1443502/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1443502/awards?ref_=nm_ql_2
555, Taika Waititi ,Taika Waititi,8/16/1975,"Wellington, New Zealand","['What We Do in the Shadows', 'Hunt for the Wilderpeople', 'Thor: Ragnarok', 'Boy']",58,32,https://www.imdb.com/name/nm0169806/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0169806/awards?ref_=nm_ql_2
556, Michael Gracey,Michael Gracey,NA,NA,"['The Greatest Showman', 'Naruto', 'The Muppet Man', 'Ned Kelly']",2,1,https://www.imdb.com/name/nm1243905/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1243905/awards?ref_=nm_ql_2
557, Jon Watts,Jon Watts,6/28/1981,"Fountain, Colorado, USA","['Cop Car', 'Spider-Man: Homecoming', 'The Onion News Network', 'Natural Selection']",0,2,https://www.imdb.com/name/nm1218281/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1218281/awards?ref_=nm_ql_2
558, Patty Jenkins,Patty Jenkins,7/24/1971,"George Air Force Base, Victorville, California, USA","['Wonder Woman', 'Monster', 'The Killing', 'Arrested Development']",11,16,https://www.imdb.com/name/nm0420941/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0420941/awards?ref_=nm_ql_2
559, Alex Kurtzman ,Alex Kurtzman,9/7/1973,"Los Angeles, California, USA","['Sleepy Hollow', 'The Mummy', 'Star Trek', 'Transformers: Revenge of the Fallen']",3,9,https://www.imdb.com/name/nm0476064/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0476064/awards?ref_=nm_ql_2
560, David Bruckner ,David Bruckner,NA,NA,"['V/H/S', 'The Ritual', 'The Signal', 'Southbound']",1,5,https://www.imdb.com/name/nm1410159/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1410159/awards?ref_=nm_ql_2
