	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
32	No Strings Attached	(I) (2011)	108 min	"
Comedy, Romance            "	6.2	50	196331	$70.66M	Ivan Reitman	/name/nm0718645/?ref_=adv_li_dr_0	Natalie Portman	/name/nm0000204/?ref_=adv_li_st_0	Ashton Kutcher	/name/nm0005110/?ref_=adv_li_st_1
33	Source Code	(2011)	93 min	"
Action, Drama, Sci-Fi            "	7.5	74	448932	$54.71M	Duncan Jones	/name/nm1512910/?ref_=adv_li_dr_0	Jake Gyllenhaal	/name/nm0350453/?ref_=adv_li_st_0	Michelle Monaghan	/name/nm1157358/?ref_=adv_li_st_1
34	Immortals	(2011)	110 min	"
Action, Drama, Fantasy            "	6.0	46	152240	$83.50M	Tarsem Singh	/name/nm0802248/?ref_=adv_li_dr_0	Henry Cavill	/name/nm0147147/?ref_=adv_li_st_0	Mickey Rourke	/name/nm0000620/?ref_=adv_li_st_1
35	Battle Los Angeles	(2011)	116 min	"
Action, Sci-Fi            "	5.8	37	166422	$83.55M	Jonathan Liebesman	/name/nm0509448/?ref_=adv_li_dr_0	Aaron Eckhart	/name/nm0001173/?ref_=adv_li_st_0	Michelle Rodriguez	/name/nm0735442/?ref_=adv_li_st_1
36	The Twilight Saga: Breaking Dawn - Part 1	(2011)	117 min	"
Adventure, Drama, Fantasy            "	4.9	45	206805	$281.29M	Bill Condon	/name/nm0174374/?ref_=adv_li_dr_0	Kristen Stewart	/name/nm0829576/?ref_=adv_li_st_0	Robert Pattinson	/name/nm1500155/?ref_=adv_li_st_1
37	Friends with Benefits	(2011)	109 min	"
Comedy, Romance            "	6.6	63	315097	$55.80M	Will Gluck	/name/nm0323239/?ref_=adv_li_dr_0	Mila Kunis	/name/nm0005109/?ref_=adv_li_st_0	Justin Timberlake	/name/nm0005493/?ref_=adv_li_st_1
38	The Three Musketeers	(2011)	110 min	"
Action, Adventure, Romance            "	5.8	35	97977	$20.38M	Paul W.S. Anderson	/name/nm0027271/?ref_=adv_li_dr_0	Logan Lerman	/name/nm0503567/?ref_=adv_li_st_0	Matthew Macfadyen	/name/nm0532193/?ref_=adv_li_st_1
39	The Grey	(2011)	117 min	"
Action, Adventure, Drama            "	6.8	64	227610	$51.58M	Joe Carnahan	/name/nm0138620/?ref_=adv_li_dr_0	Liam Neeson	/name/nm0000553/?ref_=adv_li_st_0	Dermot Mulroney	/name/nm0000551/?ref_=adv_li_st_1
40	Transformers: Dark of the Moon	(2011)	154 min	"
Action, Adventure, Sci-Fi            "	6.3	42	364195	$352.39M	Michael Bay	/name/nm0000881/?ref_=adv_li_dr_0	Shia LaBeouf	/name/nm0479471/?ref_=adv_li_st_0	Rosie Huntington-Whiteley	/name/nm2492819/?ref_=adv_li_st_1
41	Melancholia	(2011)	135 min	"
Drama, Sci-Fi            "	7.2	80	152234	$3.03M	Lars von Trier	/name/nm0001885/?ref_=adv_li_dr_0	Kirsten Dunst	/name/nm0000379/?ref_=adv_li_st_0	Charlotte Gainsbourg	/name/nm0001250/?ref_=adv_li_st_1
42	Horrible Bosses	(2011)	98 min	"
Comedy, Crime            "	6.9	57	396496	$117.54M	Seth Gordon	/name/nm1164861/?ref_=adv_li_dr_0	Jason Bateman	/name/nm0000867/?ref_=adv_li_st_0	Charlie Day	/name/nm0206359/?ref_=adv_li_st_1
43	Super 8	(2011)	112 min	"
Mystery, Sci-Fi, Thriller            "	7.0	72	318920	$127.00M	J.J. Abrams	/name/nm0009190/?ref_=adv_li_dr_0	Elle Fanning	/name/nm1102577/?ref_=adv_li_st_0	AJ Michalka	/name/nm1404488/?ref_=adv_li_st_1
44	Soul Surfer	(2011)	112 min	"
Biography, Drama, Family            "	7.1	53	41318	$43.85M	Sean McNamara	/name/nm0573732/?ref_=adv_li_dr_0	AnnaSophia Robb	/name/nm1455681/?ref_=adv_li_st_0	Dennis Quaid	/name/nm0000598/?ref_=adv_li_st_1
45	The Change-Up	(2011)	112 min	"
Comedy, Fantasy            "	6.3	39	154315	$37.08M	David Dobkin	/name/nm0229694/?ref_=adv_li_dr_0	Jason Bateman	/name/nm0000867/?ref_=adv_li_st_0	Ryan Reynolds	/name/nm0005351/?ref_=adv_li_st_1
46	Contagion	(2011)	106 min	"
Action, Drama, Thriller            "	6.6	70	200454	$75.66M	Steven Soderbergh	/name/nm0001752/?ref_=adv_li_dr_0	Matt Damon	/name/nm0000354/?ref_=adv_li_st_0	Kate Winslet	/name/nm0000701/?ref_=adv_li_st_1
47	We Need to Talk About Kevin	(2011)	112 min	"
Drama, Mystery, Thriller            "	7.5	68	122293	$1.74M	Lynne Ramsay	/name/nm0708903/?ref_=adv_li_dr_0	Tilda Swinton	/name/nm0842770/?ref_=adv_li_st_0	John C. Reilly	/name/nm0000604/?ref_=adv_li_st_1
48	I Am Number Four	(2011)	111 min	"
Action, Adventure, Sci-Fi            "	6.1	36	216532	$55.10M	D.J. Caruso	/name/nm0142286/?ref_=adv_li_dr_0	Alex Pettyfer	/name/nm1641117/?ref_=adv_li_st_0	Timothy Olyphant	/name/nm0648249/?ref_=adv_li_st_1
49	Bad Teacher	(2011)	92 min	"
Comedy, Romance            "	5.7	47	179957	$100.29M	Jake Kasdan	/name/nm0440458/?ref_=adv_li_dr_0	Cameron Diaz	/name/nm0000139/?ref_=adv_li_st_0	Jason Segel	/name/nm0781981/?ref_=adv_li_st_1
50	Tinker Tailor Soldier Spy	(2011)	122 min	"
Drama, Mystery, Thriller            "	7.1	85	173890	$24.15M	Tomas Alfredson	/name/nm0019247/?ref_=adv_li_dr_0	Gary Oldman	/name/nm0000198/?ref_=adv_li_st_0	Colin Firth	/name/nm0000147/?ref_=adv_li_st_1
51	One Day	(2011)	107 min	"
Drama, Romance            "	7.0	48	127069	$13.84M	Lone Scherfig	/name/nm0771054/?ref_=adv_li_dr_0	Anne Hathaway	/name/nm0004266/?ref_=adv_li_st_0	Jim Sturgess	/name/nm0836343/?ref_=adv_li_st_1
52	Jane Eyre	(2011)	120 min	"
Drama, Romance            "	7.4	76	74267	$11.24M	Cary Joji Fukunaga	/name/nm1560977/?ref_=adv_li_dr_0	Mia Wasikowska	/name/nm1985859/?ref_=adv_li_st_0	Michael Fassbender	/name/nm1055413/?ref_=adv_li_st_1
53	Footloose	(2011)	113 min	"
Comedy, Drama, Music            "	5.9	58	42977	$51.80M	Craig Brewer	/name/nm0108132/?ref_=adv_li_dr_0	Kenny Wormald	/name/nm1552693/?ref_=adv_li_st_0	Julianne Hough	/name/nm2584600/?ref_=adv_li_st_1
54	The Raid: Redemption	(2011)	101 min	"
Action, Thriller            "	7.6	73	174545	$4.11M	Gareth Evans	/name/nm2153088/?ref_=adv_li_dr_0	Iko Uwais	/name/nm3299397/?ref_=adv_li_st_0	Ananda George	/name/nm1146705/?ref_=adv_li_st_1
55	You're Next	(2011)	95 min	"
Action, Comedy, Horror            "	6.6	66	78695	$18.47M	Adam Wingard	/name/nm1417392/?ref_=adv_li_dr_0	Sharni Vinson	/name/nm1801800/?ref_=adv_li_st_0	Joe Swanberg	/name/nm1846132/?ref_=adv_li_st_1
56	The Tree of Life	(2011)	139 min	"
Drama, Fantasy            "	6.8	85	155390	$13.30M	Terrence Malick	/name/nm0000517/?ref_=adv_li_dr_0	Brad Pitt	/name/nm0000093/?ref_=adv_li_st_0	Sean Penn	/name/nm0000576/?ref_=adv_li_st_1
57	War Horse	(2011)	146 min	"
Drama, History, War            "	7.2	72	135276	$79.88M	Steven Spielberg	/name/nm0000229/?ref_=adv_li_dr_0	Jeremy Irvine	/name/nm3528539/?ref_=adv_li_st_0	Emily Watson	/name/nm0001833/?ref_=adv_li_st_1
58	Our Idiot Brother	(2011)	90 min	"
Comedy, Drama            "	6.4	60	80468	$24.81M	Jesse Peretz	/name/nm0673400/?ref_=adv_li_dr_0	Paul Rudd	/name/nm0748620/?ref_=adv_li_st_0	Elizabeth Banks	/name/nm0006969/?ref_=adv_li_st_1
59	A Separation	(2011)	123 min	"
Drama, Thriller            "	8.3	95	193454	$7.10M	Asghar Farhadi	/name/nm1410815/?ref_=adv_li_dr_0	Payman Maadi	/name/nm1818216/?ref_=adv_li_st_0	Leila Hatami	/name/nm0368689/?ref_=adv_li_st_1
60	Hall Pass	(2011)	105 min	"
Comedy, Romance            "	5.9	45	113205	$45.06M	Bobby Farrelly	/name/nm0268370/?ref_=adv_li_dr_0	Owen Wilson	/name/nm0005562/?ref_=adv_li_st_0	Jason Sudeikis	/name/nm0837177/?ref_=adv_li_st_1
61	Young Adult	(2011)	94 min	"
Comedy, Drama            "	6.3	71	73511	$16.31M	Jason Reitman	/name/nm0718646/?ref_=adv_li_dr_0	Charlize Theron	/name/nm0000234/?ref_=adv_li_st_0	Patrick Wilson	/name/nm0933940/?ref_=adv_li_st_1
62	The Descendants	(2011)	115 min	"
Comedy, Drama            "	7.3	84	222718	$82.58M	Alexander Payne	/name/nm0668247/?ref_=adv_li_dr_0	George Clooney	/name/nm0000123/?ref_=adv_li_st_0	Shailene Woodley	/name/nm0940362/?ref_=adv_li_st_1
63	The Green Hornet	(2011)	119 min	"
Action, Comedy, Crime            "	5.8	39	147948	$98.78M	Michel Gondry	/name/nm0327273/?ref_=adv_li_dr_0	Seth Rogen	/name/nm0736622/?ref_=adv_li_st_0	Jay Chou	/name/nm1727100/?ref_=adv_li_st_1
64	Abduction	(I) (2011)	106 min	"
Action, Mystery, Thriller            "	5.1	25	72032	$28.09M	John Singleton	/name/nm0005436/?ref_=adv_li_dr_0	Taylor Lautner	/name/nm1210124/?ref_=adv_li_st_0	Lily Collins	/name/nm2934314/?ref_=adv_li_st_1
65	Johnny English Reborn	(2011)	101 min	"
Action, Adventure, Comedy            "	6.3	46	109595	$8.31M	Oliver Parker	/name/nm0662529/?ref_=adv_li_dr_0	Rowan Atkinson	/name/nm0000100/?ref_=adv_li_st_0	Rosamund Pike	/name/nm0683253/?ref_=adv_li_st_1
66	Scream 4	(2011)	111 min	"
Horror, Mystery            "	6.2	52	118038	$38.18M	Wes Craven	/name/nm0000127/?ref_=adv_li_dr_0	Neve Campbell	/name/nm0000117/?ref_=adv_li_st_0	Courteney Cox	/name/nm0001073/?ref_=adv_li_st_1
67	Larry Crowne	(2011)	98 min	"
Comedy, Drama, Romance            "	6.1	41	58490	$35.61M	Tom Hanks	/name/nm0000158/?ref_=adv_li_dr_0	Tom Hanks	/name/nm0000158/?ref_=adv_li_st_0	Julia Roberts	/name/nm0000210/?ref_=adv_li_st_1
68	Rango	(2011)	107 min	"
Animation, Adventure, Comedy            "	7.2	75	214056	$123.48M	Gore Verbinski	/name/nm0893659/?ref_=adv_li_dr_0	Johnny Depp	/name/nm0000136/?ref_=adv_li_st_0	Isla Fisher	/name/nm0279545/?ref_=adv_li_st_1
69	Rise of the Planet of the Apes	(2011)	105 min	"
Action, Drama, Sci-Fi            "	7.6	68	469941	$176.76M	Rupert Wyatt	/name/nm1012501/?ref_=adv_li_dr_0	James Franco	/name/nm0290556/?ref_=adv_li_st_0	Andy Serkis	/name/nm0785227/?ref_=adv_li_st_1
70	The Adventures of Tintin	(2011)	107 min	"
Animation, Action, Adventure            "	7.3	68	201198	$77.59M	Steven Spielberg	/name/nm0000229/?ref_=adv_li_dr_0	Jamie Bell	/name/nm0068260/?ref_=adv_li_st_0	Andy Serkis	/name/nm0785227/?ref_=adv_li_st_1
71	Sound of My Voice	(2011)	85 min	"
Drama, Mystery, Sci-Fi            "	6.6	67	19167	$0.41M	Zal Batmanglij	/name/nm2610231/?ref_=adv_li_dr_0	Christopher Denham	/name/nm1706832/?ref_=adv_li_st_0	Nicole Vicius	/name/nm1656122/?ref_=adv_li_st_1
72	Apollo 18	(2011)	86 min	"
Horror, Mystery, Sci-Fi            "	5.2	24	51219	$17.69M	Gonzalo López-Gallego	/name/nm1018426/?ref_=adv_li_dr_0	Warren Christie	/name/nm1406239/?ref_=adv_li_st_0	Lloyd Owen	/name/nm0654197/?ref_=adv_li_st_1
73	Kill Bill: The Whole Bloody Affair	(2011)	247 min	"
Action, Crime, Thriller            "	8.8	NA	3177	NA	Quentin Tarantino	/name/nm0000233/?ref_=adv_li_dr_0	Michael Bowen	/name/nm0100889/?ref_=adv_li_st_0	David Carradine	/name/nm0001016/?ref_=adv_li_st_1
74	Colombiana	(2011)	108 min	"
Action, Drama, Thriller            "	6.4	45	87026	$36.67M	Olivier Megaton	/name/nm0576298/?ref_=adv_li_dr_0	Zoe Saldana	/name/nm0757855/?ref_=adv_li_st_0	Michael Vartan	/name/nm0890232/?ref_=adv_li_st_1
75	Priest	(2011)	87 min	"
Action, Adventure, Fantasy            "	5.7	41	107631	$29.14M	Scott Stewart	/name/nm0829820/?ref_=adv_li_dr_0	Paul Bettany	/name/nm0079273/?ref_=adv_li_st_0	Cam Gigandet	/name/nm1544217/?ref_=adv_li_st_1
76	Killer Elite	(2011)	116 min	"
Action, Crime, Thriller            "	6.5	44	117229	$25.12M	Gary McKendry	/name/nm1834213/?ref_=adv_li_dr_0	Jason Statham	/name/nm0005458/?ref_=adv_li_st_0	Clive Owen	/name/nm0654110/?ref_=adv_li_st_1
77	The Mechanic	(2011)	93 min	"
Action, Crime, Thriller            "	6.6	49	140334	$29.12M	Simon West	/name/nm0922346/?ref_=adv_li_dr_0	Jason Statham	/name/nm0005458/?ref_=adv_li_st_0	Ben Foster	/name/nm0004936/?ref_=adv_li_st_1
78	Real Steel	(2011)	127 min	"
Action, Drama, Family            "	7.1	56	282267	$85.47M	Shawn Levy	/name/nm0506613/?ref_=adv_li_dr_0	Hugh Jackman	/name/nm0413168/?ref_=adv_li_st_0	Evangeline Lilly	/name/nm1431940/?ref_=adv_li_st_1
79	Cowboys & Aliens	(2011)	119 min	"
Action, Sci-Fi, Thriller            "	6.0	50	194756	$100.24M	Jon Favreau	/name/nm0269463/?ref_=adv_li_dr_0	Daniel Craig	/name/nm0185819/?ref_=adv_li_st_0	Harrison Ford	/name/nm0000148/?ref_=adv_li_st_1
80	Rio	(2011)	96 min	"
Animation, Adventure, Comedy            "	6.9	63	190178	$143.62M	Carlos Saldanha	/name/nm0757858/?ref_=adv_li_dr_0	Jesse Eisenberg	/name/nm0251986/?ref_=adv_li_st_0	Anne Hathaway	/name/nm0004266/?ref_=adv_li_st_1
81	The Lincoln Lawyer	(2011)	118 min	"
Crime, Drama, Thriller            "	7.3	63	195082	$58.01M	Brad Furman	/name/nm1026778/?ref_=adv_li_dr_0	Matthew McConaughey	/name/nm0000190/?ref_=adv_li_st_0	Marisa Tomei	/name/nm0000673/?ref_=adv_li_st_1
82	Your Highness	(2011)	102 min	"
Adventure, Comedy, Fantasy            "	5.5	31	92601	$21.60M	David Gordon Green	/name/nm0337773/?ref_=adv_li_dr_0	Danny McBride	/name/nm1144419/?ref_=adv_li_st_0	Natalie Portman	/name/nm0000204/?ref_=adv_li_st_1
83	The Adjustment Bureau	(2011)	106 min	"
Romance, Sci-Fi, Thriller            "	7.1	60	226191	$62.50M	George Nolfi	/name/nm1079776/?ref_=adv_li_dr_0	Matt Damon	/name/nm0000354/?ref_=adv_li_st_0	Emily Blunt	/name/nm1289434/?ref_=adv_li_st_1
84	The Ides of March	(2011)	101 min	"
Drama, Thriller            "	7.1	67	206675	$40.96M	George Clooney	/name/nm0000123/?ref_=adv_li_dr_0	Paul Giamatti	/name/nm0316079/?ref_=adv_li_st_0	George Clooney	/name/nm0000123/?ref_=adv_li_st_1
85	Hop	(2011)	95 min	"
Animation, Adventure, Comedy            "	5.4	41	28378	$108.09M	Tim Hill	/name/nm0384722/?ref_=adv_li_dr_0	Russell Brand	/name/nm1258970/?ref_=adv_li_st_0	James Marsden	/name/nm0005188/?ref_=adv_li_st_1
86	Spy Kids 4: All the Time in the World	(2011)	89 min	"
Action, Adventure, Comedy            "	3.5	37	19720	$38.54M	Robert Rodriguez	/name/nm0001675/?ref_=adv_li_dr_0	Jessica Alba	/name/nm0004695/?ref_=adv_li_st_0	Jeremy Piven	/name/nm0005315/?ref_=adv_li_st_1
87	Cars 2	(2011)	106 min	"
Animation, Adventure, Comedy            "	6.2	57	136561	$191.45M	John Lasseter	/name/nm0005124/?ref_=adv_li_dr_0	Owen Wilson	/name/nm0005562/?ref_=adv_li_st_0	Larry the Cable Guy	/name/nm1249256/?ref_=adv_li_st_1
88	Arthur	(I) (2011)	110 min	"
Comedy, Romance            "	5.7	36	48755	$33.04M	Jason Winer	/name/nm0934864/?ref_=adv_li_dr_0	Russell Brand	/name/nm1258970/?ref_=adv_li_st_0	Helen Mirren	/name/nm0000545/?ref_=adv_li_st_1
89	Margin Call	(2011)	107 min	"
Drama, Thriller            "	7.1	76	106633	$5.35M	J.C. Chandor	/name/nm1170855/?ref_=adv_li_dr_0	Zachary Quinto	/name/nm0704270/?ref_=adv_li_st_0	Stanley Tucci	/name/nm0001804/?ref_=adv_li_st_1
90	Perfect Sense	(2011)	92 min	"
Drama, Romance, Sci-Fi            "	7.1	55	50837	$0.00M	David Mackenzie	/name/nm0533284/?ref_=adv_li_dr_0	Ewan McGregor	/name/nm0000191/?ref_=adv_li_st_0	Eva Green	/name/nm1200692/?ref_=adv_li_st_1
91	Final Destination 5	(2011)	92 min	"
Horror            "	5.9	50	97227	$42.59M	Steven Quale	/name/nm0702797/?ref_=adv_li_dr_0	Nicholas D'Agosto	/name/nm0194900/?ref_=adv_li_st_0	Emma Bell	/name/nm0068187/?ref_=adv_li_st_1
92	Beastly	(2011)	86 min	"
Drama, Fantasy, Romance            "	5.6	40	72198	$27.87M	Daniel Barnz	/name/nm1400426/?ref_=adv_li_dr_0	Alex Pettyfer	/name/nm1641117/?ref_=adv_li_st_0	Vanessa Hudgens	/name/nm1227814/?ref_=adv_li_st_1
93	50/50	(2011)	100 min	"
Comedy, Drama, Romance            "	7.7	72	298883	$35.01M	Jonathan Levine	/name/nm1349522/?ref_=adv_li_dr_0	Joseph Gordon-Levitt	/name/nm0330687/?ref_=adv_li_st_0	Seth Rogen	/name/nm0736622/?ref_=adv_li_st_1
94	Kung Fu Panda 2	(2011)	90 min	"
Animation, Action, Adventure            "	7.2	67	225697	$165.25M	Jennifer Yuh Nelson	/name/nm0950775/?ref_=adv_li_dr_0	Jack Black	/name/nm0085312/?ref_=adv_li_st_0	Angelina Jolie	/name/nm0001401/?ref_=adv_li_st_1
95	The Roommate	(I) (2011)	91 min	"
Drama, Thriller            "	4.9	23	32797	$37.30M	Christian E. Christiansen	/name/nm0160157/?ref_=adv_li_dr_0	Minka Kelly	/name/nm1310368/?ref_=adv_li_st_0	Leighton Meester	/name/nm1015262/?ref_=adv_li_st_1
96	A Dangerous Method	(2011)	99 min	"
Biography, Drama, Romance            "	6.4	76	92731	$5.70M	David Cronenberg	/name/nm0000343/?ref_=adv_li_dr_0	Michael Fassbender	/name/nm1055413/?ref_=adv_li_st_0	Keira Knightley	/name/nm0461136/?ref_=adv_li_st_1
97	The Hidden Face	(2011)	97 min	"
Comedy, Drama, Mystery            "	7.4	NA	31362	NA	Andrés Baiz	/name/nm1223381/?ref_=adv_li_dr_0	Quim Gutiérrez	/name/nm1273697/?ref_=adv_li_st_0	Martina García	/name/nm0306357/?ref_=adv_li_st_1
98	Coriolanus	(2011)	123 min	"
Drama, Thriller, War            "	6.1	79	29526	$0.76M	Ralph Fiennes	/name/nm0000146/?ref_=adv_li_dr_0	Ralph Fiennes	/name/nm0000146/?ref_=adv_li_st_0	Gerard Butler	/name/nm0124930/?ref_=adv_li_st_1
99	What's Your Number?	(2011)	106 min	"
Comedy, Romance            "	6.1	35	67444	$14.01M	Mark Mylod	/name/nm0617042/?ref_=adv_li_dr_0	Anna Faris	/name/nm0267506/?ref_=adv_li_st_0	Chris Evans	/name/nm0262635/?ref_=adv_li_st_1
	movie	year	runtime	genre	imdb	metascore	votes	gross	director	dr_link	star1	st1_link	star2	st2_link
0	The Avengers	(2012)	143 min	"
Action, Adventure, Sci-Fi            "	8.1	69	1161546	$623.36M	Joss Whedon	/name/nm0923736/?ref_=adv_li_dr_0	Robert Downey Jr.	/name/nm0000375/?ref_=adv_li_st_0	Chris Evans	/name/nm0262635/?ref_=adv_li_st_1
1	Django Unchained	(2012)	165 min	"
Drama, Western            "	8.4	81	1195634	$162.81M	Quentin Tarantino	/name/nm0000233/?ref_=adv_li_dr_0	Jamie Foxx	/name/nm0004937/?ref_=adv_li_st_0	Christoph Waltz	/name/nm0910607/?ref_=adv_li_st_1
2	Spring Breakers	(2012)	94 min	"
Comedy, Crime, Drama            "	5.3	63	125429	$14.12M	Harmony Korine	/name/nm0005101/?ref_=adv_li_dr_0	Vanessa Hudgens	/name/nm1227814/?ref_=adv_li_st_0	Selena Gomez	/name/nm1411125/?ref_=adv_li_st_1
3	The Dark Knight Rises	(2012)	164 min	"
Action, Thriller            "	8.4	78	1372040	$448.14M	Christopher Nolan	/name/nm0634240/?ref_=adv_li_dr_0	Christian Bale	/name/nm0000288/?ref_=adv_li_st_0	Tom Hardy	/name/nm0362766/?ref_=adv_li_st_1
4	The Hunger Games	(2012)	142 min	"
Action, Adventure, Sci-Fi            "	7.2	68	790457	$408.01M	Gary Ross	/name/nm0002657/?ref_=adv_li_dr_0	Jennifer Lawrence	/name/nm2225369/?ref_=adv_li_st_0	Josh Hutcherson	/name/nm1242688/?ref_=adv_li_st_1
5	Les Misérables	(2012)	158 min	"
Drama, History, Musical            "	7.6	63	283733	$148.81M	Tom Hooper	/name/nm0393799/?ref_=adv_li_dr_0	Hugh Jackman	/name/nm0413168/?ref_=adv_li_st_0	Russell Crowe	/name/nm0000128/?ref_=adv_li_st_1
6	The Master	(2012)	138 min	"
Drama            "	7.1	86	129864	$16.38M	Paul Thomas Anderson	/name/nm0000759/?ref_=adv_li_dr_0	Philip Seymour Hoffman	/name/nm0000450/?ref_=adv_li_st_0	Joaquin Phoenix	/name/nm0001618/?ref_=adv_li_st_1
7	Pitch Perfect	(2012)	112 min	"
Comedy, Music, Romance            "	7.2	66	254477	$65.00M	Jason Moore	/name/nm0601337/?ref_=adv_li_dr_0	Anna Kendrick	/name/nm0447695/?ref_=adv_li_st_0	Brittany Snow	/name/nm0811242/?ref_=adv_li_st_1
8	The Hobbit: An Unexpected Journey	(2012)	169 min	"
Adventure, Family, Fantasy            "	7.9	58	715888	$303.00M	Peter Jackson	/name/nm0001392/?ref_=adv_li_dr_0	Martin Freeman	/name/nm0293509/?ref_=adv_li_st_0	Ian McKellen	/name/nm0005212/?ref_=adv_li_st_1
9	The Twilight Saga: Breaking Dawn - Part 2	(2012)	115 min	"
Adventure, Drama, Fantasy            "	5.5	52	213423	$292.30M	Bill Condon	/name/nm0174374/?ref_=adv_li_dr_0	Kristen Stewart	/name/nm0829576/?ref_=adv_li_st_0	Robert Pattinson	/name/nm1500155/?ref_=adv_li_st_1
10	Snow White and the Huntsman	(2012)	127 min	"
Action, Adventure, Drama            "	6.1	57	257453	$155.33M	Rupert Sanders	/name/nm2782185/?ref_=adv_li_dr_0	Kristen Stewart	/name/nm0829576/?ref_=adv_li_st_0	Chris Hemsworth	/name/nm1165110/?ref_=adv_li_st_1
11	Cloud Atlas	(2012)	172 min	"
Action, Drama, Mystery            "	7.4	55	324762	$27.11M	Tom Tykwer	/name/nm0878756/?ref_=adv_li_dr_0	Tom Hanks	/name/nm0000158/?ref_=adv_li_st_0	Halle Berry	/name/nm0000932/?ref_=adv_li_st_1
12	21 Jump Street	(2012)	109 min	"
Action, Comedy, Crime            "	7.2	69	474271	$138.45M	Phil Lord	/name/nm0520488/?ref_=adv_li_dr_0	Jonah Hill	/name/nm1706767/?ref_=adv_li_st_0	Channing Tatum	/name/nm1475594/?ref_=adv_li_st_1
13	Wreck-It Ralph	(2012)	101 min	"
Animation, Adventure, Comedy            "	7.7	72	339466	$189.42M	Rich Moore	/name/nm0601781/?ref_=adv_li_dr_0	John C. Reilly	/name/nm0000604/?ref_=adv_li_st_0	Jack McBrayer	/name/nm1442113/?ref_=adv_li_st_1
14	Skyfall	(2012)	143 min	"
Action, Adventure, Thriller            "	7.8	81	588785	$304.36M	Sam Mendes	/name/nm0005222/?ref_=adv_li_dr_0	Daniel Craig	/name/nm0185819/?ref_=adv_li_st_0	Javier Bardem	/name/nm0000849/?ref_=adv_li_st_1
15	Silver Linings Playbook	(2012)	122 min	"
Comedy, Drama, Romance            "	7.7	81	617523	$132.09M	David O. Russell	/name/nm0751102/?ref_=adv_li_dr_0	Bradley Cooper	/name/nm0177896/?ref_=adv_li_st_0	Jennifer Lawrence	/name/nm2225369/?ref_=adv_li_st_1
16	Prometheus	(I) (2012)	124 min	"
Adventure, Mystery, Sci-Fi            "	7.0	64	535587	$126.48M	Ridley Scott	/name/nm0000631/?ref_=adv_li_dr_0	Noomi Rapace	/name/nm0636426/?ref_=adv_li_st_0	Logan Marshall-Green	/name/nm1334869/?ref_=adv_li_st_1
17	Brave	(2012)	93 min	"
Animation, Adventure, Comedy            "	7.1	69	335102	$237.28M	Mark Andrews	/name/nm0028764/?ref_=adv_li_dr_0	Kelly Macdonald	/name/nm0531808/?ref_=adv_li_st_0	Billy Connolly	/name/nm0175262/?ref_=adv_li_st_1
18	Lincoln	(2012)	150 min	"
Biography, Drama, History            "	7.4	86	227312	$182.21M	Steven Spielberg	/name/nm0000229/?ref_=adv_li_dr_0	Daniel Day-Lewis	/name/nm0000358/?ref_=adv_li_st_0	Sally Field	/name/nm0000398/?ref_=adv_li_st_1
19	The Amazing Spider-Man	(2012)	136 min	"
Action, Adventure, Sci-Fi            "	7.0	66	520544	$262.03M	Marc Webb	/name/nm1989536/?ref_=adv_li_dr_0	Andrew Garfield	/name/nm1940449/?ref_=adv_li_st_0	Emma Stone	/name/nm1297015/?ref_=adv_li_st_1
20	The Perks of Being a Wallflower	(2012)	103 min	"
Drama            "	8.0	67	419788	$17.74M	Stephen Chbosky	/name/nm0154716/?ref_=adv_li_dr_0	Logan Lerman	/name/nm0503567/?ref_=adv_li_st_0	Emma Watson	/name/nm0914612/?ref_=adv_li_st_1
21	Zero Dark Thirty	(2012)	157 min	"
Drama, Thriller            "	7.4	95	248983	$95.72M	Kathryn Bigelow	/name/nm0000941/?ref_=adv_li_dr_0	Jessica Chastain	/name/nm1567113/?ref_=adv_li_st_0	Joel Edgerton	/name/nm0249291/?ref_=adv_li_st_1
22	The Expendables 2	(2012)	103 min	"
Action, Adventure, Thriller            "	6.6	51	275990	$85.02M	Simon West	/name/nm0922346/?ref_=adv_li_dr_0	Sylvester Stallone	/name/nm0000230/?ref_=adv_li_st_0	Liam Hemsworth	/name/nm2955013/?ref_=adv_li_st_1
23	The Place Beyond the Pines	(2012)	140 min	"
Crime, Drama, Thriller            "	7.3	68	225187	$21.38M	Derek Cianfrance	/name/nm0161834/?ref_=adv_li_dr_0	Ryan Gosling	/name/nm0331516/?ref_=adv_li_st_0	Bradley Cooper	/name/nm0177896/?ref_=adv_li_st_1
24	Dark Shadows	(2012)	113 min	"
Comedy, Fantasy, Horror            "	6.2	55	227978	$79.73M	Tim Burton	/name/nm0000318/?ref_=adv_li_dr_0	Johnny Depp	/name/nm0000136/?ref_=adv_li_st_0	Michelle Pfeiffer	/name/nm0000201/?ref_=adv_li_st_1
25	The Impossible	(2012)	114 min	"
Drama, History, Thriller            "	7.6	73	176099	$19.02M	J.A. Bayona	/name/nm1291105/?ref_=adv_li_dr_0	Naomi Watts	/name/nm0915208/?ref_=adv_li_st_0	Ewan McGregor	/name/nm0000191/?ref_=adv_li_st_1
